eid,cid,et,tp,id
"6804037362246","3476300677049","Vehicle","45062.93","10/06/2023"
"6559179745391","1603724288202","Vehicle","21189.23","10/06/2023"
"865395104723","8043382093254",,"47702.31","11/06/2023"
"7460387200727","7554182323509","Vehicle","45679.45","10/06/2023"
"2642159626602","9005487107718","Vehicle","30560.56","11/06/2023"
"5919344408543","5675703624832","Vehicle","4675.25","11/06/2023"
"7092193225436","4029681782161","Vehicle","27972.51","10/06/2023"
,"7754162448678",,"7921.29","10/06/2023"
"1450523017720","2793066697197","462c5d27-b350-4cb1-8151-bbf7d5645e8c","46977.88","10/06/2023"
"561758342141","4745240122446","Bodily Injury","32845.36","11/06/2023"
"3313271002068","1195670796897","Vehicle","37555.38",
"7919795813731","3790689121692","Vehicle","22487.72","11/06/2023"
"6514922324366","3732331871120","Bodily Injury","26897.11","09/06/2023"
,"2209741215982","Vehicle","6064.86","11/06/2023"
"4826742685351","314635382461","Property","4246.48","11/06/2023"
"3979726986200","121441989663","Vehicle","43510.35","11/06/2023"
"9283206781693","3996634476152","Vehicle","5209.54","09/06/2023"
"1157265464634","9247583067295","Bodily Injury","12546.71","09/06/2023"
"380740185721","9615508011295","Vehicle","26396.62","09/06/2023"
"9305215382849","5278834525118","Bodily Injury","17980.27","09/06/2023"
"3992661544687","3611448374529","Bodily Injury","39871.49","10/06/2023"
"4194598727700","5319531712687","c2c01f77-2ad6-42c1-bbe0-d8d2bfe7e8de","42464.33","10/06/2023"
"5130512343602","8864336958914","Vehicle",,"10/06/2023"
"8083689048773","7647338204833",,"42214.67","09/06/2023"
"5723012537570","9125788854144","Vehicle","41743.62","11/06/2023"
"1006600018258","784451895440","Vehicle","42710.32","09/06/2023"
"858304356618","1291935314859","Bodily Injury","4141.47","10/06/2023"
"8543063098250","6844453439288","Bodily Injury","39489.51","09/06/2023"
"4974583592179","5059584574666","Property","30810.82","10/06/2023"
,"9197720935766","Vehicle","3226.65","09/06/2023"
"1889874959494","860086124572","Vehicle","5172.60","11/06/2023"
"7836156920155","8751506401723","Vehicle","32624.44","09/06/2023"
"7035397086189","4389072391123",,"30800.91","11/06/2023"
"120752819764","8805319413703","Vehicle","21743.38","11/06/2023"
"4160260149569","8444754539811","Bodily Injury","45967.60","10/06/2023"
"8581604866806","8908460840002","Property","29305.16","11/06/2023"
"8665785122216","566465632611","Vehicle","30774.97",
"5234497182028","4007671191261","Vehicle","15071.01","11/06/2023"
"5954511942787","9097769932790","Vehicle","11087.25","09/06/2023"
"7307375050779","1045272646580","Vehicle","2711.09","10/06/2023"
"4757002016488","6052061522658","Vehicle","45615.12","10/06/2023"
"435399475534","1051727726132","Property","2514.63","10/06/2023"
"7816974347269","1464717137114","Property",,"09/06/2023"
"9498207700056","2862260337119","Vehicle","45691.67","11/06/2023"
,"5514109615036","Bodily Injury","39853.01","09/06/2023"
"7799061156230","9051412218212","Vehicle","13985.89","10/06/2023"
"9985454354736","585133235870","Bodily Injury","19789.96","09/06/2023"
"5701466119760","5803945575327","Bodily Injury",,"09/06/2023"
"1779105638092","3311981092457","Bodily Injury","18488.53","11/06/2023"
"801436423199","974747969202","Property","14713.10","09/06/2023"
"3183718149213","4192463530084","Bodily Injury","34800.86","11/06/2023"
"4032253424921","9662340205693","Vehicle","38124.04","09/06/2023"
"3681180347370","7768437312399","Vehicle","19242.62","09/06/2023"
,"8938704699585","Vehicle","42977.14","11/06/2023"
"3452541334185","7120291085585","Property","2609.25","11/06/2023"
"3543747160593","6151907161793","Property","17376.27","09/06/2023"
"8220729167045","8376896177278","Property","39387.36","09/06/2023"
"6254027018781","3379568342293","Property","46597.98","09/06/2023"
"4751864464800","847396666972","Property","33685.29","10/06/2023"
"5359717833662","856918385564","Property","37383.87","09/06/2023"
"5092465865873","2395949664740","Vehicle","47774.50","09/06/2023"
"6514704584456","456193439525","Bodily Injury","37544.14","11/06/2023"
"8418134709696","7049824646225","Bodily Injury",,"10/06/2023"
"2043283650704","9330201231059","Bodily Injury","23495.69","09/06/2023"
"6624550576127","8562511015630","Property","21030.52","11/06/2023"
"8363312991727","6789339671420","Bodily Injury","4806.91","11/06/2023"
"7209230276402","4356373035559","Bodily Injury","11321.91","11/06/2023"
"5459605838521","8451690682115","Property","41882.16","10/06/2023"
"8623022268308","8336238184592","Property","874.98","11/06/2023"
"4736103872521","9298574550199",,"34328.34","11/06/2023"
"2768194293521","3885918717787","Vehicle","5758.93","09/06/2023"
"336123792991","482833080974","Property","37322.05","10/06/2023"
"8071160310812","9616400960144","Bodily Injury","34994.53","11/06/2023"
"7702271779638","3872552006198","Bodily Injury","17571.25","11/06/2023"
"6038049360824","3759087635697","Bodily Injury","46223.99",
"3140324037477","7781425565180","Vehicle","18928.84","10/06/2023"
"4623255061540","8127969911597","Bodily Injury","41365.23","11/06/2023"
"323888448649","9519134737608","Property","21376.88",
"2696887980787","3102145094919","Vehicle","46515.35","09/06/2023"
"3050188415109","6182705605866","Property","32675.34","11/06/2023"
"9615592142418","7098398714881","Bodily Injury","12300.26","09/06/2023"
"7054940154992","3505506806274","Vehicle","9917.19","09/06/2023"
"5881116860445","8629682248295","Bodily Injury","6701.51","09/06/2023"
"7857304377328","8261552156573","Vehicle","13162.95","09/06/2023"
"4811959079110","9100275983987","Property","19278.10","10/06/2023"
"4514474322200","2025134793698","Vehicle","7904.90","10/06/2023"
"3451145511738","5815011849763","Vehicle","8649.37","11/06/2023"
"167732671552","1951211996873","Bodily Injury","18644.16","11/06/2023"
"1958600551267","1371943968526","Property","4221.02","10/06/2023"
"8528336944429","4954363311135","Vehicle","42973.26","10/06/2023"
"948977145827","3315728321066","Vehicle","4693.37","09/06/2023"
"2469114122695","6704635910819","Bodily Injury","44401.60","10/06/2023"
"2333861341949","2379590349410","Vehicle","3532.63","09/06/2023"
"8484387716274","1937113929620","Bodily Injury","29961.00","09/06/2023"
"6477652297665","2467112656124","Bodily Injury","31042.35","11/06/2023"
"2813877695504","2016555635623","Property","29998.33",
"6340744122680","7102691594795","Vehicle","15694.06","11/06/2023"
"4729203714685","409250724059","Bodily Injury","34705.36","11/06/2023"
"5423155098518","4707695967333","Vehicle","23406.99","10/06/2023"
"5414999261211","5716511697492","Bodily Injury","47660.87","09/06/2023"
"8317886733077","2903624138321",,"11774.61","09/06/2023"
"1942098230778","281608031212","Property","49869.32",
"3884631776192","5774717881070","Vehicle","35783.65","11/06/2023"
"2687100338159","8028577699556","Property","13624.64","09/06/2023"
"429076119077","8212119957614","Property","27983.11","10/06/2023"
"391657891703","5640118973617","Bodily Injury","16204.51","10/06/2023"
"6100243783997","4655843627731","Bodily Injury","28323.76","09/06/2023"
"6162471172501","6094957805071","Vehicle","47180.51","11/06/2023"
"2079860593003","719443382654","Bodily Injury","41386.27","09/06/2023"
"5781827938603","3599007856213","Vehicle","6598.69","10/06/2023"
"4021899279162","5165143864465","Bodily Injury","20912.97","09/06/2023"
"7731227934770","4300094115579","Property","22296.69","09/06/2023"
"2509568714322","6564899195043","Vehicle","37799.01","09/06/2023"
"2166563312606","6497153477410","Property","7890.65",
"5094826388757","8987711886129","Vehicle","13977.28","10/06/2023"
"2422732907602","9728394850686","Property","48501.18","11/06/2023"
"2778749586970","565884287553","Property","45305.91","09/06/2023"
"2709245042618","6113875659631","Property","44877.52","10/06/2023"
"3223721817740","1240181407382","Vehicle","45464.69","09/06/2023"
"7802606272049","8337752475868",,"20383.69","10/06/2023"
"8617779606905","3359846457076","Property",,"11/06/2023"
"4578913472701","3284083058226","Property","15754.32","10/06/2023"
"9327809194585","9421713004889","Vehicle","29512.12","11/06/2023"
"5127034623098","9152653448050","Property","18663.71","10/06/2023"
"5475109195930","3763698884410","Vehicle","7301.51","09/06/2023"
"1717822637116","3900076897197","Property","18246.02","10/06/2023"
"1776472545276","1484265368033",,"11338.38","11/06/2023"
"7842428590794","7778777187735","Vehicle","32562.64","11/06/2023"
"8491846247957","5380110389716","Bodily Injury","1930.86","11/06/2023"
"4475369276807","498321029150","Vehicle","5891.57","09/06/2023"
"7003498429917","9087473515777","Property","18795.21","11/06/2023"
"4433004231296","9485258928191","Vehicle","46868.04","11/06/2023"
"9534984136135","5902911099463","Property","4615.61","10/06/2023"
"1492948229722","4914928488462","Property","42094.16","09/06/2023"
"1863052687404","8742320619799","Vehicle","4052.40","10/06/2023"
"783613915883","6378962769982",,"14721.30","11/06/2023"
"4970411025752","1175144993175","Property",,"11/06/2023"
"1441085149421","4496240002320","Property","9411.19","09/06/2023"
"4482040385699","7150588513151","Property","18190.39","09/06/2023"
"8281186364382","1400203046847","Bodily Injury","34953.11","11/06/2023"
"9871759810046","1787072737294","Bodily Injury","22866.87","10/06/2023"
"9949166227000","4965639164730","Property","28070.52","11/06/2023"
"7075770691552","996177012930","Bodily Injury","28828.93","11/06/2023"
"5696961445194","7000360601757","Bodily Injury","12476.50","09/06/2023"
"3268339871597","1320510366248","Vehicle","25273.48","10/06/2023"
"4578461807172","6996284118828","Vehicle","22937.33","10/06/2023"
"5666087409657","183002349926","Bodily Injury","46343.65","10/06/2023"
"2534680498639","6265772776534","Vehicle","43056.14",
"6475473349386","482316422167","Property","17010.82","09/06/2023"
"9309893579848","1373956122841","Bodily Injury","48899.86","09/06/2023"
"1520666761304","6654508267378","Bodily Injury","28023.31","10/06/2023"
"3716175878759","9893972736121","Property","43151.99","09/06/2023"
"8954092830098","3773219287673","Vehicle","3041.13",
"6578762401987","2901320621458","Property","1879.23","10/06/2023"
"7293099239885","253169489347","c6079002-eb06-4331-ab00-e5450a0a6310","29964.22","11/06/2023"
"4131280779799","6394996715606","Property","27902.29","09/06/2023"
"1011448460584","4618512279098","Property","413.07","11/06/2023"
"373943883088","2565577669019","Property","28131.91","09/06/2023"
"1918970637601","7586031067155","Vehicle","14635.59","10/06/2023"
"7820182085215","9770826487954","Vehicle","8721.21","09/06/2023"
"6684580193167","9852582493821","Property","46748.73","10/06/2023"
"843728314565","8884519575069","Vehicle","30158.71","09/06/2023"
"9502886174428","4591315329144","Vehicle","41318.66",
"1217618448225","5052916751822","Bodily Injury",,"10/06/2023"
"2205219028111","4447950154298","Bodily Injury","26333.40","11/06/2023"
,"9163026774410","Vehicle","4326.30",
"5184859675844","2822611995986","Bodily Injury","45109.71","09/06/2023"
"7651246803621","6000303091442","Bodily Injury","12072.61","10/06/2023"
"5055334493656","1230851278482","Vehicle","47438.24","11/06/2023"
"6560309556570","8364190500792","Bodily Injury","41684.80","11/06/2023"
"4600038147990","7358148796086","Vehicle","13895.11","10/06/2023"
"6792395294052","6929499105355","Vehicle","10173.33","10/06/2023"
"9208645523546","1448188696969",,,
"5449855645646","7614803219996","Bodily Injury","5103.64","11/06/2023"
"1473508635991","6060615485201","Vehicle","48199.69","11/06/2023"
"6049121202422","4131762653059","Vehicle","9136.92","11/06/2023"
"5889151232896","1972401780515","Vehicle","27893.43","09/06/2023"
"8244598341027","9382054444531","Vehicle","3878.95","10/06/2023"
"2148276832314","3925691785033","Vehicle","2001.16","09/06/2023"
"6540997699643","6589679248265",,"24454.43","11/06/2023"
"5289244152768","1633841129949",,"44573.67","09/06/2023"
"5607823730969","4416042224943","Vehicle","15980.96","11/06/2023"
"5539718695132","6641554456058","Property","40753.43","09/06/2023"
"3604380247980","4502901144775","Bodily Injury","29650.96","09/06/2023"
"3228963603940","9405841069237","Bodily Injury","15360.75","09/06/2023"
"2067004077265","4025464570282","Bodily Injury","18638.97",
"7203719678742","8631029683371","Bodily Injury","31817.65","10/06/2023"
"7676048320907","9520314321791","Bodily Injury","4747.27","10/06/2023"
"4402737671212","3846593236604","Bodily Injury","3489.16","11/06/2023"
"4716279556339","6399041410152","Vehicle","21489.62",
"6110093812451","9925191007013","Vehicle","21160.04","10/06/2023"
"1847259283444","2604244836769","Vehicle","28031.16","09/06/2023"
"4646409571352","7313109584065","Bodily Injury","27578.27","10/06/2023"
"117821740069","7632959501579","Property","7041.30","09/06/2023"
"750407926796","8545325032215","Vehicle","27413.59",
"7306247271185","3268865470746",,"10963.95","09/06/2023"
"467589850326","7092661841846","Bodily Injury","46937.93",
"8331109217631","1645511512580","Property","6049.48","11/06/2023"
"9902363982858","7771882179726","Property","22640.87","09/06/2023"
"6414812131632","2983195479007","Vehicle","22228.57","11/06/2023"
,"1005552943307","Vehicle","953.59","09/06/2023"
"1278144507188","1105185309504","Vehicle","12079.04","10/06/2023"
"7481088133958","5839757994733","Property",,"09/06/2023"
"7502303810786","5907729141286","Bodily Injury","10493.09","09/06/2023"
"1141482497513","6068264297951","Bodily Injury","25370.63","09/06/2023"
"7749439068758","7525544083115","Bodily Injury","9661.04","11/06/2023"
"9635664231111","5093305884579","Vehicle","19675.11","10/06/2023"
"4168595109725","5530983928547","Vehicle","13977.76","11/06/2023"
"9013539180504","3599141544646","Bodily Injury","2881.86","09/06/2023"
"3715600082560","5067276408930","Property","48459.79","09/06/2023"
"271352561793","7804053508883","Vehicle","11272.05","09/06/2023"
"5718327740923","5219425310141","Vehicle","33942.15","10/06/2023"
"7559208672104","251494453661","Vehicle","20941.16","09/06/2023"
"6859713990871","7656659494171",,"47902.81","10/06/2023"
"3105911350670","3697759271224","Vehicle","17483.88","10/06/2023"
"9934970749376","6849692673123","Vehicle","25292.13","10/06/2023"
"5924460081795","3717368919328","Bodily Injury","21697.77","10/06/2023"
"4886301028187","7491709946822","Property","42865.26","10/06/2023"
"128296401019","9027463982984","Bodily Injury","12835.96","09/06/2023"
"7932175721121","8052540677773","Property","31464.06","09/06/2023"
"3948284635361","2838247692814","Bodily Injury","477.97","11/06/2023"
"7463488561675","1027821581899","Property","32262.20","09/06/2023"
,"5221012693049","Property","37897.36","09/06/2023"
"1010959329592","9018711324739","Vehicle","7633.12","09/06/2023"
,"9821115502269","Vehicle",,"11/06/2023"
"9239165556911","6730311841306","Vehicle","1991.75","11/06/2023"
"3642200507557","5568075004084","Vehicle","48330.76","11/06/2023"
"1745489706551","4705658108288",,"8874.90","11/06/2023"
"6438733238742","2150594827364","Vehicle","42573.87","09/06/2023"
"2150510714773","7127973325551","Property","46370.31","09/06/2023"
"6382788627781","786793567239","Bodily Injury","2695.20","11/06/2023"
"9499772909377","4250640943994","Property","45227.49","10/06/2023"
"8871621814378","5676963741289","Bodily Injury","40579.01","11/06/2023"
"7306241884957","5008013012778","Property","47219.22","11/06/2023"
"4397084122441","5711855995144","Bodily Injury","17316.71","09/06/2023"
"5873817993735","9181740797043","Vehicle","48941.10","09/06/2023"
"5117394511856","2770092005526","Bodily Injury","22791.94","11/06/2023"
"7279075084344","1363652531778",,"13307.06","11/06/2023"
"2986394650638","623630271047","Bodily Injury","46897.40","10/06/2023"
"1862429403957","2190242251740","Vehicle","27090.41","09/06/2023"
"8301353183522","342252669423","Vehicle","37108.81","11/06/2023"
"4892248992663","6647861496004","Bodily Injury","18985.31","09/06/2023"
"6388920619533","2666931921780","Property","49734.66","10/06/2023"
"9507929486478","1302418735263","Vehicle","28459.62","09/06/2023"
"9907091213052","1148357942814","Vehicle","38945.51","09/06/2023"
"5437322507301","2586241554429","Bodily Injury","42290.96","11/06/2023"
"7568659748881","6082585558810","Property","10745.06","10/06/2023"
"5243278346978","9539635854619",,"6274.14","09/06/2023"
"5755609194911","4916325621956","Vehicle","40227.42","10/06/2023"
"4250191014009","9829462269529","Property","12458.26","11/06/2023"
"2247205961323","1935853760891","Vehicle","37346.53","10/06/2023"
"934653055099","1070215582777","Vehicle","28941.49","09/06/2023"
"1343547545442","5571121013888","Bodily Injury","4086.63","09/06/2023"
"5888166598854","9942753858677","Property","15007.31",
"5901786295626","5513459396756","Vehicle","10708.55","10/06/2023"
"3126152320080","4417569023974","Vehicle","46086.87","11/06/2023"
"5486964370266","6079705702265","Bodily Injury","37453.75","09/06/2023"
"1613822749666","3048822772521","Bodily Injury","41787.58","10/06/2023"
"2262010992731","2085366844249","Property","12468.62","11/06/2023"
"8586595640700","148602450201","Vehicle","22464.39","09/06/2023"
,"2562496382367","Bodily Injury","36608.01","09/06/2023"
"4316958310205","5033459814807","Property","19541.65","09/06/2023"
"2820034683572","3998741450631","Vehicle","49870.93","10/06/2023"
"2268429204272","2516637161377",,"19748.27","11/06/2023"
"5566555468992","2024883003240","Property","20416.58","11/06/2023"
"2319523612524","5779188751498",,"38954.64","09/06/2023"
"2060077467084","2829633495787","Vehicle","40516.34","10/06/2023"
"2455354861343","4227500312712",,"26037.91","11/06/2023"
"7663518299499","6778877472868","Bodily Injury","1785.42","10/06/2023"
"1293468703565","3842431160089","Vehicle","31425.61","11/06/2023"
"9833905097634","6423593480146","Bodily Injury","44190.42","09/06/2023"
"1605867369681","5374498074826",,"19178.72","09/06/2023"
,"4706546445570","Vehicle","14202.42","09/06/2023"
"6152332616430","7879075941834","Vehicle","339.92","11/06/2023"
"6015224138360","3186976848489","Property","24151.70","11/06/2023"
"9912547703527","7627961781052","Vehicle","29271.32","09/06/2023"
"817121133372","6966788819713","Bodily Injury","15817.42","10/06/2023"
"8130267942668","3870953538886","Bodily Injury","25340.99","09/06/2023"
"907408093037","2854471171560","Bodily Injury","27809.67","11/06/2023"
"473262705120","5199226124119","Bodily Injury","35784.00","09/06/2023"
"2958555258796","2700110727408","Property","13640.19","11/06/2023"
"3917719114893","9460820984739","Property","20178.34",
"7595374185971","9805468434041","Bodily Injury","38666.00","09/06/2023"
,"7649546706999","Bodily Injury","12234.37","09/06/2023"
"974105792569","657375852099","Bodily Injury","37754.97","11/06/2023"
,"5631801342046","Bodily Injury","20172.82","09/06/2023"
"2412573613921","6013865665962","Property","18118.93","10/06/2023"
"7048887420955","4043023656382","Vehicle","42074.03","11/06/2023"
"43e28394-33cd-457d-9a13-33317245ee8f","347134445441","Property","29618.16","11/06/2023"
"2273613809273","6531233005565",,,"09/06/2023"
"1675984950774","9338440615792","Vehicle","20364.02","11/06/2023"
"5074484946668","961652170797","Bodily Injury","37584.36","11/06/2023"
"7729355738404","6409489172686","Property","2736.75","11/06/2023"
"7759362247959","9799466944621","Bodily Injury",,"10/06/2023"
"5293628469011","7392966016673","Property","13715.17","11/06/2023"
"950625366884","762932398749","Vehicle","23267.22","11/06/2023"
"9393935420978","8909697985733",,"34117.73","11/06/2023"
"4033478859551","8333938945844","Vehicle","538.66",
"6934535511484","995085186418","Vehicle","48930.58","11/06/2023"
"8143001385675","4912444660872","Bodily Injury","47504.64","10/06/2023"
"1983308306516","6406539517530","Vehicle","3665.72","11/06/2023"
"8005236768262","832611609068","Property","35008.74","11/06/2023"
"2040100349387","4090963127790","Vehicle",,"11/06/2023"
"297116194147","5673686709721","Vehicle","12364.48","09/06/2023"
"7706844055702","3019146222185","Property","41360.23","10/06/2023"
"6470851034834","8260701436950","Bodily Injury","15934.54","09/06/2023"
"8251855303309","1721499496446","Bodily Injury","44514.65","10/06/2023"
"7873141136922","8027406891711","Property","31896.82","10/06/2023"
"638382446115","191350856693","Property","37471.76","11/06/2023"
"9851186062117","1851830737513","Property","29762.83","11/06/2023"
"258085521082","7729845648842","Property","34558.24","10/06/2023"
"6931954202900","9824458695492","Bodily Injury","45335.10","11/06/2023"
"6268759538961","7824346598636","Property","5891.20","10/06/2023"
"3822640296153","137760807201","Vehicle","15202.14","10/06/2023"
"2128207039100","9678819222554","Property","45432.90","10/06/2023"
"2353529459600","372074961271","Bodily Injury","46755.18","11/06/2023"
"4223614151573","849858405026","Vehicle","15969.12","09/06/2023"
"7957325435068","890116853370","Property","2110.06","11/06/2023"
"590915888211","3517336238139","Bodily Injury","45268.67","10/06/2023"
"457510664484","1358431512844","Bodily Injury","1706.89","11/06/2023"
"5176044957813","8515327445594","Bodily Injury","30359.58",
"7348994472564","637861746231","Bodily Injury","23237.62","10/06/2023"
"7981615229538","3260680065310",,"39263.01",
"3249422354321","7835754455120","Property","13797.70","11/06/2023"
"9905063285257","1495201990327","Property","41578.66","11/06/2023"
"367898494394","8058583168115","Bodily Injury","16043.48","09/06/2023"
"9800899251910","3723401979022","Property",,"10/06/2023"
"7469064502531","6996679692068","Bodily Injury","9406.80","09/06/2023"
"883956615383","6937524544043","Bodily Injury","45947.33","10/06/2023"
"9633891231184","1886183716341","Property","16324.56","11/06/2023"
"9680384250634","2916464357418","Property","40915.16","11/06/2023"
"6461725083508","4202357243708","Property","28517.82","11/06/2023"
"5535699012184","6860341996129","Property","17656.34","10/06/2023"
"2491294802850","9200562365839","Property","25009.60","10/06/2023"
"2411584906059","8253697588696","Property","8757.25","09/06/2023"
"6196197745777","645971892251","Bodily Injury","20755.50","09/06/2023"
"5256998759998","7091100926282","Vehicle","4132.74",
"9076600775507","263345683933","Property",,"11/06/2023"
"7609474938087","9680031653914","Bodily Injury","20928.74",
"6907002079683","4352954154726","Vehicle","18591.83","10/06/2023"
,"6905638958345","Bodily Injury","16718.99","09/06/2023"
"3611587941725","4531972990146","Bodily Injury","49737.76","09/06/2023"
"7641473507236","3467846977352","Property","27584.98","09/06/2023"
"5193415710882","3881582481210","Bodily Injury","39799.45","09/06/2023"
"6488379104262","117793805912","Vehicle","27364.59","09/06/2023"
"4622216473111","5059497275392","Property","35848.16","09/06/2023"
"3303459999636","9205492673556","Vehicle","4529.21","11/06/2023"
"3848069145662","2626776321259","Property","47863.28","09/06/2023"
"187557090008","7405228535703",,"40025.89","10/06/2023"
"3886672060267","2368450947955","Vehicle","45648.75","10/06/2023"
"2592362704288","6224366937115","Property","20139.02","10/06/2023"
"8690720420436","2322057680785","Property","16221.55","11/06/2023"
"3765035484577","5669054876458","Vehicle","36332.84","11/06/2023"
"9044113917844","2367857284266","Bodily Injury","48648.33","11/06/2023"
"4873044880725","2050497968837","Property","16033.97",
"4800658707055","8639505478988","Bodily Injury","6081.42","10/06/2023"
"8606454397103","4223906828875","Vehicle","15454.39","10/06/2023"
,"9992664246174","Bodily Injury","39298.83","09/06/2023"
,"6199896330661","Bodily Injury","16881.15","11/06/2023"
"3373338292401","2961156282036","Bodily Injury","25006.06","11/06/2023"
"6885157358658","6146704420245",,"20762.82","09/06/2023"
"7652571553044","697018145151","Bodily Injury","40301.88","10/06/2023"
"7028020815292","5493612549282","Property","32971.24","10/06/2023"
"1640692520124","9767510117782",,"2137.42","10/06/2023"
"7642621566841","4663973802163","Property","44373.70","09/06/2023"
"7866467548896","983578842125","Property","24273.58","11/06/2023"
,"6155430874410","Vehicle","49543.36","11/06/2023"
"7857419907144","2298323943617","Property","32198.70","10/06/2023"
"8849540810499","3606856238544","Property","4940.56","09/06/2023"
"8753495901404","786174723332","Vehicle","44815.38","10/06/2023"
"2665150184686","4979622114095","Property","8794.74","10/06/2023"
"2691528674084","901806926276","Vehicle","24744.59","10/06/2023"
"4946879401983","434642459260","Vehicle","23259.54","10/06/2023"
"1418311938159","3270287158208","Property","17382.68","11/06/2023"
"7133826941587","2485396883415","Property","45265.95","09/06/2023"
"7045551643855","388711544717",,"19241.16","10/06/2023"
"6400773121739","630495994697",,"33752.98","11/06/2023"
"6387745127793","5695319782399","Bodily Injury","34157.69","09/06/2023"
"5500394337885","7044665073883","Property","38614.27","10/06/2023"
,"5963910187881","Vehicle","5870.12","09/06/2023"
"3910185361950","6627058706381","Vehicle","29675.45","11/06/2023"
"6752589994036","2099456546252","Property","23032.89",
"4454329525263","5827285702456","Property","28006.05","09/06/2023"
"5396637301308","7249584821513","Vehicle","48943.89","09/06/2023"
"1803318369939","8790390828084","Vehicle","2329.39","11/06/2023"
,"8202593725711","Property","11506.15","09/06/2023"
"3256050028600","4520742211201","Vehicle","1197.29","09/06/2023"
"452950529044","8292683693016","Bodily Injury","26401.57","09/06/2023"
"2833714900142","8286496963122","Property","19427.30","10/06/2023"
"9867542625581","4965203210157","Property","19182.06","09/06/2023"
"6095498252212","1679577401407",,"22240.43","10/06/2023"
"875305903089","5669848000269","Property","39122.39","11/06/2023"
"5210636124367","2110880853343","Vehicle","15396.35","11/06/2023"
"3120029484032","4528179402279","Bodily Injury","33874.82","09/06/2023"
"1431722820960","1133922492571","Vehicle","7122.18","09/06/2023"
"3365049544609","369531292387","Bodily Injury","24904.95","11/06/2023"
"4685756199033","4029195413981","Property","824.50","11/06/2023"
"4642360829675","1649132571115","Bodily Injury","45170.16","11/06/2023"
"1831778102927","6013249837236","Bodily Injury","1733.09","09/06/2023"
"7779597896343","3495177202286","Bodily Injury","29797.49","10/06/2023"
"1727820420113","3489022461804","Bodily Injury","16788.77","11/06/2023"
"2111351513032","8930908101655","Vehicle","4557.44","09/06/2023"
"152701413182","9487338095064","Bodily Injury","30436.76","10/06/2023"
"1332045544341","67d18c44-9a19-4c63-9fcf-8f5908883014","Vehicle","19574.36","10/06/2023"
"111452196330","350514499105","Vehicle","27893.22","10/06/2023"
"9908273741867","7712951877854","Vehicle","48836.90",
"3821319901876","9102870689398","Property","f4d10010-e392-42f4-adf0-ceb34526fa7b","10/06/2023"
"2425113357861","9338899288642","Vehicle","48011.46","10/06/2023"
"3486222474384","9219934372036","Property","36155.94","09/06/2023"
"471233593708","3107876006739","Vehicle","12145.65","10/06/2023"
"1002405766793","3502212337963",,"45022.62","11/06/2023"
"5254917812755","1634634150194","Vehicle","17715.49","09/06/2023"
"640849979831","4391113658626","Vehicle","26582.53","10/06/2023"
"5700052677554","9910050388585","Property","5775.18","09/06/2023"
"5306859952966","3368560600415","Bodily Injury","47470.16","09/06/2023"
"6921426246985","909076282171","Bodily Injury","42423.41","09/06/2023"
"6287238054041","6473124097881","Vehicle","31715.51","10/06/2023"
"7753409089968","6713624633238","Property","12211.70","11/06/2023"
"3120778135232","3248185360236","Vehicle","26143.30","10/06/2023"
,"4366754155623","Property","16173.96",
"5739953789497","1871737793108","Vehicle","7647.62",
"3239619267315","9841717761417","Bodily Injury","5294.04","11/06/2023"
"7092578144122","3694809174692","Vehicle","24178.63","09/06/2023"
"8486597010054","3895476936715","Bodily Injury","33215.24","10/06/2023"
"5565231991564","6275037286301","Property","20430.07","11/06/2023"
"2032249997803","1653545171739","Vehicle","23663.97","09/06/2023"
"4450102563013","4107376607029","Vehicle","11452.49","09/06/2023"
,"4535728073649","Bodily Injury","7992.86","11/06/2023"
"438990148946","2561246229744","Bodily Injury","41479.47",
"2010562045105","5762155634555","Property","23506.26","09/06/2023"
"9156229400013","7241062404871","Property","16597.90","11/06/2023"
"7437193172497","7924146371016",,"11672.76","11/06/2023"
"3111096392244","5729945625381",,,"09/06/2023"
"4249175474077","2410218683531",,"33932.80","10/06/2023"
"2219804364349","5784570118901",,"31202.38","11/06/2023"
"265729323864","3963990701750",,,"09/06/2023"
"6752466682285","7006179776487","Incorrecto","36305.29",
"8766999241520","5098010292356","Bodily Injury","28645.61","11/06/2023"
"2831446189187","6901183277220","Vehicle","20828.64","09/06/2023"
"4533141387662","6261966683961","Bodily Injury","12064.66","11/06/2023"
,"2366824651766","Property","306.91","10/06/2023"
"8301689428699","7276306934406","Property","8833.64","09/06/2023"
"3147906888860","6605649365986","Bodily Injury","3823.84","11/06/2023"
"5099137930187","4549044087850","Property","13788.94","11/06/2023"
"7387866517932","1821595493420","Vehicle","36698.46","10/06/2023"
"6778912275327","5814698051389","Property","38345.61","10/06/2023"
"3204673693724","5689683761080","Property",,"10/06/2023"
"8621164310428","5745254168090","Property","41340.51",
"6561893669814","1464507182181","Property","28884.50","11/06/2023"
"6555559065251","3102028370886","Property","21956.45","10/06/2023"
"8004503652250","4337624270128","Bodily Injury","24352.61",
"5421684083991","5439864813405","Bodily Injury","44317.92","10/06/2023"
"1735586273603","4384192349775","Bodily Injury","20317.54","09/06/2023"
"3116019278872","6565853936814","Property","4364.11","11/06/2023"
"7428484447767","7498831598242","Vehicle","26591.99","10/06/2023"
"5030173898366","4148418065855","Vehicle","2541.81","09/06/2023"
"8196500215700","2625644681832","Property","35190.01","11/06/2023"
